index,latitud,longitud,provincia,edad,sexo,motivo_desaparicion,motivo_desaparicion_obs,fecha_desaparicion,situacion_actual,fecha_localizacion,year,month,day,days_gone,age_group,parishId,cantonId,provinceId
1374,-1.8617808,-79.9782268,GUAYAS,13,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-03-01,ENCONTRADO,2023-03-02,2023,3,1,1,13-17,090650,0906,09
1375,0.22571782,-78.26141973,IMBABURA,40,MUJER,PROBLEMAS SOCIALES,ALCOHOLISMO,2023-04-20,ENCONTRADO,2023-06-08,2023,4,20,49,36-64,100450,1004,10
1376,-0.2204251,-78.52499,PICHINCHA,15,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-05-08,ENCONTRADO,2023-05-23,2023,5,8,15,13-17,170150,1701,17
1377,-2.1887622,-79.8926415,GUAYAS,14,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-07-08,ENCONTRADO,2023-07-10,2023,7,8,2,13-17,090150,0901,09
1378,-0.0246703,-79.9668264,MANABI,15,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-08-31,ENCONTRADO,2023-09-06,2023,8,31,6,13-17,131753,1317,13
1379,-2.09807267,-79.69579163,GUAYAS,50,HOMBRE,FALLECIDO,ASESINATO,2023-05-16,FALLECIDO,2023-05-20,2023,5,16,4,36-64,092050,0920,09
1380,-2.25639407,-79.87509022,GUAYAS,16,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-06-16,ENCONTRADO,2023-06-27,2023,6,16,11,13-17,090150,0901,09
1381,-2.30827515,-78.12207657,MORONA SANTIAGO,16,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-05-20,ENCONTRADO,2023-05-23,2023,5,20,3,13-17,140150,1401,14
1382,-2.19409487,-78.84655463,CHIMBORAZO,38,HOMBRE,FALLECIDO,ACCIDENTAL,2023-03-26,FALLECIDO,2023-04-18,2023,3,26,23,36-64,060250,0602,06
1383,-1.61407548,-79.01356132,BOLIVAR,36,MUJER,PROBLEMAS FAMILIARES,MALTRATO PSICOLOGICO,2023-05-09,ENCONTRADO,2023-05-23,2023,5,9,14,36-64,020158,0201,02
1384,0.93239126,-79.66210127,ESMERALDAS,64,HOMBRE,PROBLEMAS SOCIALES,DELINCUENCIA,2023-06-22,ENCONTRADO,2023-07-14,2023,6,22,22,36-64,080150,0801,08
1385,-0.09713332,-78.45478352,PICHINCHA,19,HOMBRE,PROBLEMAS SOCIALES,DELINCUENCIA,2023-06-19,ENCONTRADO,2023-06-19,2023,6,19,0,18-35,170155,1701,17
1386,-0.2181473,-78.5137149,PICHINCHA,36,HOMBRE,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-05-09,ENCONTRADO,2023-06-01,2023,5,9,23,36-64,170150,1701,17
1387,-2.38800691,-78.10581245,MORONA SANTIAGO,57,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-05-31,ENCONTRADO,2023-07-24,2023,5,31,54,36-64,140157,1401,14
1388,-1.61407548,-79.01356132,BOLIVAR,6,HOMBRE,PROBLEMAS FAMILIARES,MALTRATO PSICOLOGICO,2023-05-09,ENCONTRADO,2023-05-23,2023,5,9,14,12 o menos,020158,0201,02
1389,0.116667,-79.266667,PICHINCHA,27,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-01-16,ENCONTRADO,2023-05-18,2023,1,16,122,18-35,170950,1709,17
1390,-0.09396263,-78.45072326,PICHINCHA,15,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-03-24,ENCONTRADO,2023-03-25,2023,3,24,1,13-17,170155,1701,17
1391,-2.1826681,-79.8546744,GUAYAS,7,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-03-24,ENCONTRADO,2023-03-26,2023,3,24,2,12 o menos,090750,0907,09
1392,-2.19527482,-78.84604899,CHIMBORAZO,27,HOMBRE,FALLECIDO,ACCIDENTAL,2023-03-26,FALLECIDO,2023-05-04,2023,3,26,39,18-35,060250,0602,06
1393,-1.25190432,-78.62526278,TUNGURAHUA,15,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-04-14,ENCONTRADO,2023-04-19,2023,4,14,5,13-17,180150,1801,18
1394,-0.18844957,-78.51426266,PICHINCHA,14,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-06-16,ENCONTRADO,2023-06-25,2023,6,16,9,13-17,170150,1701,17
1395,-0.4616728,-76.9931074,ORELLANA,20,MUJER,DISCAPACIDADES Y ENFERMEDADES,ALZHEIMER,2023-05-21,ENCONTRADO,2023-05-23,2023,5,21,2,18-35,220150,2201,22
1396,-0.10750936,-78.50474055,PICHINCHA,15,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-02-21,ENCONTRADO,2023-02-26,2023,2,21,5,13-17,170150,1701,17
1397,-1.652125,-78.6753136,CHIMBORAZO,68,HOMBRE,DISCAPACIDADES Y ENFERMEDADES,OTRAS ENFERMEDADES MENTALES,2023-03-24,ENCONTRADO,2023-03-25,2023,3,24,1,65 o mas,060150,0601,06
1398,-2.90214221,-79.03990388,AZUAY,27,HOMBRE,PROBLEMAS SOCIALES,DROGADICCION,2023-02-28,ENCONTRADO,2023-03-03,2023,2,28,3,18-35,010150,0101,01
1399,-1.3342904,-78.6428569,TUNGURAHUA,49,HOMBRE,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-02-27,ENCONTRADO,2023-03-02,2023,2,27,3,36-64,180950,1809,18
1400,-1.43333089,-79.91073619,GUAYAS,12,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-03-17,ENCONTRADO,2023-03-25,2023,3,17,8,12 o menos,090450,0904,09
1401,-1.27541416,-78.62996533,TUNGURAHUA,41,HOMBRE,PROBLEMAS PSICOL�GICOS,DEPRESION,2023-04-18,ENCONTRADO,2023-04-19,2023,4,18,1,36-64,180150,1801,18
1402,-2.9224506,-79.0386067,AZUAY,50,MUJER,DISCAPACIDADES Y ENFERMEDADES,OTRAS ENFERMEDADES MENTALES,2023-04-06,ENCONTRADO,2023-04-19,2023,4,6,13,36-64,010150,0101,01
1403,-3.25974182,-79.95338917,EL ORO,30,HOMBRE,DISCAPACIDADES Y ENFERMEDADES,SINDROME DE DOWN,2023-03-23,ENCONTRADO,2023-03-25,2023,3,23,2,18-35,070150,0701,07
1404,-2.4566285,-78.1678439,MORONA SANTIAGO,14,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-09-05,ENCONTRADO,2023-09-07,2023,9,5,2,13-17,140650,1406,14
1405,-2.1894128,-79.8890662,GUAYAS,69,HOMBRE,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-03-03,ENCONTRADO,2023-05-23,2023,3,3,81,65 o mas,090150,0901,09
1406,-0.2707047,-79.46554896,MANABI,18,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-04-09,ENCONTRADO,2023-04-19,2023,4,9,10,18-35,130450,1304,13
1407,-0.4616728,-76.9931074,ORELLANA,14,HOMBRE,PROBLEMAS SOCIALES,DROGADICCION,2023-05-12,ENCONTRADO,2023-05-23,2023,5,12,11,13-17,220150,2201,22
1408,-2.92715011,-78.9731529,AZUAY,22,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-02-15,ENCONTRADO,2023-03-03,2023,2,15,16,18-35,010170,0101,01
1409,-0.1845142,-76.63985252,SUCUMBIOS,15,MUJER,PROBLEMAS ACAD�MICOS,BULLYING (MALTRATO ESCOLAR),2023-04-17,ENCONTRADO,2023-04-19,2023,4,17,2,13-17,210450,2104,21
1410,-2.2438091,-79.9066763,GUAYAS,14,HOMBRE,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-05-15,ENCONTRADO,2023-05-20,2023,5,15,5,13-17,090150,0901,09
1411,-2.19281792,-79.89555014,GUAYAS,78,HOMBRE,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-08-31,ENCONTRADO,2023-09-09,2023,8,31,9,65 o mas,090150,0901,09
1412,0.93366257,-79.67095305,ESMERALDAS,60,MUJER,PROBLEMAS FAMILIARES,MALTRATO FISICO,2023-05-19,ENCONTRADO,2023-05-23,2023,5,19,4,36-64,080150,0801,08
1413,-1.66939212,-78.6425911,CHIMBORAZO,26,MUJER,SIN_DATO,SIN_DATO,2023-03-14,DESAPARECIDO,NA,2023,3,14,NA,18-35,060150,0601,06
1414,-0.133062,-78.4682947,PICHINCHA,14,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-03-23,ENCONTRADO,2023-03-28,2023,3,23,5,13-17,170150,1701,17
1415,-2.1690192,-79.8058407,GUAYAS,27,HOMBRE,EXTRAVIADA,HOSPITALIZADO,2023-04-13,ENCONTRADO,2023-04-19,2023,4,13,6,18-35,090750,0907,09
1416,-2.0876017,-79.9255983,GUAYAS,21,HOMBRE,SIN_DATO,SIN_DATO,2023-09-01,DESAPARECIDO,NA,2023,9,1,NA,18-35,090150,0901,09
1417,-3.942232,-79.229321,LOJA,15,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-03-09,ENCONTRADO,2023-03-23,2023,3,9,14,13-17,110150,1101,11
1418,-0.2875115,-78.5611844,PICHINCHA,7,MUJER,PROBLEMAS FAMILIARES,MALTRATO PSICOLOGICO,2023-02-17,ENCONTRADO,2023-03-02,2023,2,17,13,12 o menos,170150,1701,17
1419,-3.48192495,-80.21885779,EL ORO,16,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-04-19,ENCONTRADO,2023-04-20,2023,4,19,1,13-17,070750,0707,07
1420,-0.2875115,-78.5611844,PICHINCHA,48,MUJER,PROBLEMAS FAMILIARES,MALTRATO PSICOLOGICO,2023-02-17,ENCONTRADO,2023-03-02,2023,2,17,13,36-64,170150,1701,17
1421,-0.147674,-78.4944419,PICHINCHA,53,HOMBRE,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-04-19,ENCONTRADO,2023-04-19,2023,4,19,0,36-64,170150,1701,17
1422,-3.2621776,-79.9478418,EL ORO,38,HOMBRE,PROBLEMAS SOCIALES,DROGADICCION,2023-02-26,ENCONTRADO,2023-03-03,2023,2,26,5,36-64,070150,0701,07
1423,-0.1224086,-78.4652483,PICHINCHA,14,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-05-20,ENCONTRADO,2023-05-22,2023,5,20,2,13-17,170150,1701,17
1424,-3.2637918,-79.9709827,EL ORO,3,HOMBRE,EXTRAVIADA,PERSONA EXTRAVIADA,2023-09-29,ENCONTRADO,2023-10-03,2023,9,29,4,12 o menos,070150,0701,07
1425,-2.1309555,-79.9380984,GUAYAS,14,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-04-19,ENCONTRADO,2023-04-20,2023,4,19,1,13-17,090150,0901,09
1426,-2.88468722,-79.0064621,AZUAY,17,HOMBRE,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-02-17,ENCONTRADO,2023-03-02,2023,2,17,13,13-17,010150,0101,01
1427,-0.3301626,-78.4510729,PICHINCHA,23,HOMBRE,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-03-19,ENCONTRADO,2023-03-25,2023,3,19,6,18-35,170550,1705,17
1428,0.0091672,-79.391605,SANTO DOMINGO DE LOS TSACHILAS,14,MUJER,SIN_DATO,SIN_DATO,2023-06-29,DESAPARECIDO,NA,2023,6,29,NA,13-17,080850,0808,08
1429,-1.69690114,-78.62404836,CHIMBORAZO,20,HOMBRE,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-04-13,ENCONTRADO,2023-04-18,2023,4,13,5,18-35,060161,0601,06
1430,-1.0225124,-79.4604035,LOS RIOS,14,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-05-19,ENCONTRADO,2023-05-21,2023,5,19,2,13-17,120550,1205,12
1431,0.31100597,-79.46960449,ESMERALDAS,16,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-04-13,ENCONTRADO,2023-04-13,2023,4,13,0,13-17,080450,0804,08
1432,-2.8962842,-79.0334288,AZUAY,18,HOMBRE,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-05-18,ENCONTRADO,2023-05-23,2023,5,18,5,18-35,010150,0101,01
1433,-0.89500292,-78.61135004,COTOPAXI,22,MUJER,FALLECIDO,ASESINATO,2023-06-13,FALLECIDO,2023-06-22,2023,6,13,9,18-35,050150,0501,05
1434,-0.29170906,-78.39601248,PICHINCHA,40,HOMBRE,PROBLEMAS SOCIALES,DELINCUENCIA,2023-03-03,ENCONTRADO,2023-03-05,2023,3,3,2,36-64,170164,1701,17
1435,-2.1894128,-79.8890662,GUAYAS,35,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-03-01,ENCONTRADO,2023-03-03,2023,3,1,2,18-35,090150,0901,09
1436,0.82939769,-77.70315855,CARCHI,17,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-02-28,ENCONTRADO,2023-02-28,2023,2,28,0,13-17,040150,0401,04
1437,-0.6826317,-78.6341996,COTOPAXI,15,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-03-21,ENCONTRADO,2023-03-25,2023,3,21,4,13-17,050159,0501,05
1438,-0.21497684,-79.17282781,SANTO DOMINGO DE LOS TSACHILAS,53,HOMBRE,PROBLEMAS SOCIALES,DELINCUENCIA,2023-05-18,ENCONTRADO,2023-05-19,2023,5,18,1,36-64,230150,2301,23
1439,-2.23232037,-79.92279053,GUAYAS,25,MUJER,PROBLEMAS SOCIALES,DROGADICCION,2023-02-13,ENCONTRADO,2023-03-03,2023,2,13,18,18-35,090150,0901,09
1440,-2.2129883,-79.9231227,GUAYAS,13,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-03-03,ENCONTRADO,2023-03-21,2023,3,3,18,13-17,090150,0901,09
1441,-2.0560862,-79.99504257,GUAYAS,20,HOMBRE,SIN_DATO,SIN_DATO,2023-09-06,DESAPARECIDO,NA,2023,9,6,NA,18-35,090150,0901,09
1442,-0.75529553,-78.68157693,COTOPAXI,17,HOMBRE,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-03-22,ENCONTRADO,2023-03-26,2023,3,22,4,13-17,050162,0501,05
1443,-0.1054146,-78.5291465,PICHINCHA,25,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-04-19,ENCONTRADO,2023-04-20,2023,4,19,1,18-35,170150,1701,17
1444,-0.6833029,-78.63468571,COTOPAXI,17,HOMBRE,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-04-15,ENCONTRADO,2023-04-19,2023,4,15,4,13-17,050159,0501,05
1445,0.01850992,-79.92891401,MANABI,14,HOMBRE,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-05-11,ENCONTRADO,2023-05-18,2023,5,11,7,13-17,131750,1317,13
1446,-3.2559896,-79.9947956,EL ORO,12,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-04-18,ENCONTRADO,2023-04-24,2023,4,18,6,12 o menos,070150,0701,07
1447,-1.04290569,-77.8022923,NAPO,33,HOMBRE,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-03-08,ENCONTRADO,2023-03-23,2023,3,8,15,18-35,150156,1501,15
1448,-0.18838333,-78.50609426,PICHINCHA,27,HOMBRE,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-03-02,ENCONTRADO,2023-03-05,2023,3,2,3,18-35,170150,1701,17
1449,-0.13536144,-78.46759129,PICHINCHA,49,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-03-02,ENCONTRADO,2023-03-04,2023,3,2,2,36-64,170150,1701,17
1450,-2.2692973,-79.9021104,GUAYAS,32,HOMBRE,PROBLEMAS SOCIALES,DELINCUENCIA,2023-03-25,ENCONTRADO,2023-03-25,2023,3,25,0,18-35,090150,0901,09
1451,-2.1826681,-79.8546744,GUAYAS,28,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-03-24,ENCONTRADO,2023-03-26,2023,3,24,2,18-35,090750,0907,09
1452,-0.21047408,-78.39526064,PICHINCHA,69,HOMBRE,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-03-02,ENCONTRADO,2023-03-04,2023,3,2,2,65 o mas,170184,1701,17
1453,0.2886551,-78.26823,IMBABURA,17,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-03-02,ENCONTRADO,2023-03-03,2023,3,2,1,13-17,100350,1003,10
1454,-0.188956,-78.5078677,PICHINCHA,16,HOMBRE,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-03-02,ENCONTRADO,2023-03-03,2023,3,2,1,13-17,170150,1701,17
1455,-1.04243501,-77.79514038,NAPO,16,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-02-24,ENCONTRADO,2023-03-26,2023,2,24,30,13-17,150156,1501,15
1456,-2.8675226,-79.0378228,AZUAY,30,HOMBRE,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-05-02,ENCONTRADO,2023-05-22,2023,5,2,20,18-35,010150,0101,01
1457,-0.18148207,-78.50652493,PICHINCHA,16,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-03-03,ENCONTRADO,2023-03-04,2023,3,3,1,13-17,170150,1701,17
1458,-2.0501182,-79.9590755,GUAYAS,29,HOMBRE,SIN_DATO,SIN_DATO,2023-02-21,DESAPARECIDO,NA,2023,2,21,NA,18-35,090150,0901,09
1459,-1.0054964,-77.8162948,NAPO,37,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-05-04,ENCONTRADO,2023-05-07,2023,5,4,3,36-64,150150,1501,15
1460,-3.24612654,-79.93470224,EL ORO,15,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-08-08,ENCONTRADO,2023-09-07,2023,8,8,30,13-17,070150,0701,07
1461,-0.29280603,-78.54926596,PICHINCHA,15,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-03-03,ENCONTRADO,2023-03-04,2023,3,3,1,13-17,170150,1701,17
1462,-0.26549522,-79.11955738,SANTO DOMINGO DE LOS TSACHILAS,15,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-04-14,ENCONTRADO,2023-04-24,2023,4,14,10,13-17,230150,2301,23
1463,0.0170166,-78.8985392,PICHINCHA,14,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-03-11,ENCONTRADO,2023-03-26,2023,3,11,15,13-17,170750,1707,17
1464,-3.46575881,-79.96829293,EL ORO,16,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-03-01,ENCONTRADO,2023-03-04,2023,3,1,3,13-17,071250,0712,07
1465,-3.40598911,-78.57586859,MORONA SANTIAGO,16,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-03-01,ENCONTRADO,2023-04-17,2023,3,1,47,13-17,140250,1402,14
1466,-1.5539322,-80.8045568,MANABI,28,HOMBRE,SIN_DATO,SIN_DATO,2023-09-03,DESAPARECIDO,NA,2023,9,3,NA,18-35,131950,1319,13
1467,-0.12350736,-78.50422641,PICHINCHA,15,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-03-25,ENCONTRADO,2023-03-26,2023,3,25,1,13-17,170150,1701,17
1468,-2.1118327,-79.9954946,GUAYAS,16,HOMBRE,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-03-03,ENCONTRADO,2023-03-15,2023,3,3,12,13-17,090150,0901,09
1469,-1.3368078,-78.57112314,TUNGURAHUA,17,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-04-01,ENCONTRADO,2023-04-12,2023,4,1,11,13-17,180758,1807,18
1470,-0.2544502,-78.5064473,PICHINCHA,17,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-03-02,ENCONTRADO,2023-03-04,2023,3,2,2,13-17,170150,1701,17
1471,-2.78034259,-78.75645925,AZUAY,15,HOMBRE,FALLECIDO,NO DETERMINADA,2023-02-12,FALLECIDO,2023-03-02,2023,2,12,18,13-17,010550,0105,01
1472,-0.2113598,-78.5213601,PICHINCHA,14,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-05-20,ENCONTRADO,2023-05-23,2023,5,20,3,13-17,170150,1701,17
1473,-0.1081851,-78.4585723,PICHINCHA,33,HOMBRE,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-02-25,ENCONTRADO,2023-03-03,2023,2,25,6,18-35,170155,1701,17
1474,0.0425351,-78.1458804,PICHINCHA,60,HOMBRE,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-02-14,ENCONTRADO,2023-02-16,2023,2,14,2,36-64,170250,1702,17
1475,0.8680071,-79.8464804,ESMERALDAS,13,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-02-15,ENCONTRADO,2023-03-22,2023,2,15,35,13-17,080650,0806,08
1476,-0.2660491,-79.1584485,SANTO DOMINGO DE LOS TSACHILAS,31,HOMBRE,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-08-31,ENCONTRADO,2023-09-02,2023,8,31,2,18-35,230150,2301,23
1477,-1.30310322,-80.73266741,MANABI,15,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-09-01,ENCONTRADO,2023-09-07,2023,9,1,6,13-17,130658,1306,13
1478,-0.2501793,-79.1438982,SANTO DOMINGO DE LOS TSACHILAS,14,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-06-29,ENCONTRADO,2023-09-07,2023,6,29,70,13-17,230150,2301,23
1479,-0.2610377,-78.5307236,PICHINCHA,35,HOMBRE,PROBLEMAS SOCIALES,DROGADICCION,2023-05-22,ENCONTRADO,2023-05-24,2023,5,22,2,18-35,170150,1701,17
1480,-0.2180177,-78.4961534,PICHINCHA,23,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-01-23,ENCONTRADO,2023-03-24,2023,1,23,60,18-35,170150,1701,17
1481,-0.20230152,-78.48680141,PICHINCHA,25,HOMBRE,PROBLEMAS SOCIALES,DELINCUENCIA,2023-03-04,ENCONTRADO,2023-03-04,2023,3,4,0,18-35,170150,1701,17
1482,-2.1959765,-79.9150532,GUAYAS,16,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-03-03,ENCONTRADO,2023-03-20,2023,3,3,17,13-17,090150,0901,09
1483,-0.28573198,-78.54230065,PICHINCHA,16,MUJER,PROBLEMAS PSICOL�GICOS,PROBLEMAS DE CONDUCTA,2023-03-24,ENCONTRADO,2023-03-25,2023,3,24,1,13-17,170150,1701,17
1484,-0.96573266,-80.68624373,MANABI,23,HOMBRE,SIN_DATO,SIN_DATO,2023-06-13,DESAPARECIDO,NA,2023,6,13,NA,18-35,130850,1308,13
1485,-3.25348599,-79.95343114,EL ORO,7,MUJER,EXTRAVIADA,PERSONA EXTRAVIADA,2023-01-01,ENCONTRADO,2023-01-01,2023,1,1,0,12 o menos,070150,0701,07
1486,-1.5944545,-78.7621704,CHIMBORAZO,14,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-02-02,ENCONTRADO,2023-03-04,2023,2,2,30,13-17,060152,0601,06
1487,-3.281317,-78.64575922,MORONA SANTIAGO,17,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-02-25,ENCONTRADO,2023-03-03,2023,2,25,6,13-17,140255,1402,14
1488,-0.25095821,-78.54195792,PICHINCHA,14,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-03-24,ENCONTRADO,2023-03-26,2023,3,24,2,13-17,170150,1701,17
1489,-0.2856211,-78.5650431,PICHINCHA,16,HOMBRE,PROBLEMAS SOCIALES,PANDILLAS,2023-04-04,ENCONTRADO,2023-04-07,2023,4,4,3,13-17,170150,1701,17
1490,-0.2188216,-78.5135489,PICHINCHA,71,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-05-21,ENCONTRADO,2023-05-22,2023,5,21,1,65 o mas,170150,1701,17
1491,-0.3106018,-78.5462336,PICHINCHA,16,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-03-04,ENCONTRADO,2023-03-06,2023,3,4,2,13-17,170150,1701,17
1492,-3.0510126,-78.7958194,AZUAY,16,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-04-15,ENCONTRADO,2023-04-26,2023,4,15,11,13-17,010950,0109,01
1493,0.33070447,-78.17096386,IMBABURA,78,HOMBRE,EXTRAVIADA,PERSONA EXTRAVIADA,2023-01-01,ENCONTRADO,2023-01-03,2023,1,1,2,65 o mas,100157,1001,10
1494,-4.00608005,-79.20841935,LOJA,16,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-03-23,ENCONTRADO,2023-03-24,2023,3,23,1,13-17,110150,1101,11
1495,-3.32273183,-79.80827998,EL ORO,12,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-01-01,ENCONTRADO,2023-01-02,2023,1,1,1,12 o menos,070950,0709,07
1496,0.09281703,-76.88592375,SUCUMBIOS,33,HOMBRE,DISCAPACIDADES Y ENFERMEDADES,OTRAS ENFERMEDADES MENTALES,2023-05-10,ENCONTRADO,2023-05-16,2023,5,10,6,18-35,210150,2101,21
1497,-0.3604717,-78.5632461,PICHINCHA,14,HOMBRE,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-01-01,ENCONTRADO,2023-01-04,2023,1,1,3,13-17,170353,1703,17
1498,-0.09539682,-78.48303048,PICHINCHA,28,HOMBRE,PROBLEMAS PSICOL�GICOS,DEPRESION,2023-01-06,ENCONTRADO,2023-01-08,2023,1,6,2,18-35,170150,1701,17
1499,-1.04863758,-80.4894249,MANABI,14,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-01-03,ENCONTRADO,2023-01-05,2023,1,3,2,13-17,130150,1301,13
1500,-2.30754679,-78.12044145,MORONA SANTIAGO,15,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-01-03,ENCONTRADO,2023-01-04,2023,1,3,1,13-17,140150,1401,14
1501,-0.2253545,-78.5094293,PICHINCHA,17,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-03-02,ENCONTRADO,2023-03-03,2023,3,2,1,13-17,170150,1701,17
1502,-0.0036949,-78.4502185,PICHINCHA,16,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-03-24,ENCONTRADO,2023-03-26,2023,3,24,2,13-17,170180,1701,17
