"provincia","latitud","longitud","edad","sexo","motivo_desaparicion","motivo_desaparicion_obs","fecha_desaparicion","situacion_actual","fecha_localizacion","year","month","day","days_gone","age_group"
"MANABI",-0.9669716,-80.7076174,15,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-03-24,"ENCONTRADO",2023-03-28,2023,3,24,4,"13-17"
"PICHINCHA",-0.2685497,-78.5674212,16,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-03-03,"ENCONTRADO",2023-03-28,2023,3,3,25,"13-17"
"GUAYAS",-2.13947627,-79.89841461,47,"HOMBRE","PROBLEMAS SOCIALES","DELINCUENCIA",2023-03-16,"ENCONTRADO",2023-03-17,2023,3,16,1,"36-64"
"GUAYAS",-2.1824892,-79.8863823,30,"HOMBRE","PROBLEMAS PSICOLÓGICOS","DEPRESION",2023-04-20,"ENCONTRADO",2023-04-20,2023,4,20,0,"18-35"
"AZUAY",-3.06136,-79.7441844,14,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-03-18,"ENCONTRADO",2023-03-24,2023,3,18,6,"13-17"
"MANABI",-0.026736,-79.967357,15,"MUJER","SIN_DATO","SIN_DATO",2023-05-16,"DESAPARECIDO",NA,2023,5,16,NA,"13-17"
"AZUAY",-2.89919554,-78.76558791,61,"HOMBRE","FALLECIDO","ACCIDENTAL",2023-03-04,"FALLECIDO",2023-03-18,2023,3,4,14,"36-64"
"TUNGURAHUA",-1.2543408,-78.6228504,29,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-02,"ENCONTRADO",2023-05-31,2023,5,2,29,"18-35"
"GUAYAS",-2.1230321,-79.9514464,14,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-18,"ENCONTRADO",2023-01-19,2023,1,18,1,"13-17"
"LOS RIOS",-1.80985625,-79.51586544,14,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-17,"ENCONTRADO",2023-01-19,2023,1,17,2,"13-17"
"SANTO DOMINGO DE LOS TSACHILAS",-0.27054135,-79.19675515,14,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-01-09,"ENCONTRADO",2023-01-17,2023,1,9,8,"13-17"
"SANTO DOMINGO DE LOS TSACHILAS",-0.26416739,-79.17626147,16,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-01-16,"ENCONTRADO",2023-01-17,2023,1,16,1,"13-17"
"SANTO DOMINGO DE LOS TSACHILAS",-0.16429134,-79.00398437,25,"HOMBRE","PROBLEMAS PSICOLÓGICOS","PROBLEMAS DE CONDUCTA",2023-01-15,"ENCONTRADO",2023-01-19,2023,1,15,4,"18-35"
"ESMERALDAS",0.92798865,-79.67578467,17,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-01-17,"ENCONTRADO",2023-01-19,2023,1,17,2,"13-17"
"PICHINCHA",-0.11055184,-78.4604505,14,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-20,"ENCONTRADO",2023-01-20,2023,1,20,0,"13-17"
"PICHINCHA",-0.2392649,-78.5333971,15,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-18,"ENCONTRADO",2023-01-20,2023,1,18,2,"13-17"
"GUAYAS",-2.16121903,-79.91624594,23,"HOMBRE","PROBLEMAS SOCIALES","DELINCUENCIA",2023-03-15,"ENCONTRADO",2023-03-16,2023,3,15,1,"18-35"
"MANABI",0.082818,-80.047159,22,"HOMBRE","SIN_DATO","SIN_DATO",2023-02-16,"DESAPARECIDO",NA,2023,2,16,NA,"18-35"
"LOJA",-4.0059411,-79.2033336,10,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-10,"ENCONTRADO",2023-05-23,2023,5,10,13,"12 o menos"
"SUCUMBIOS",-0.06702977,-76.87985672,15,"MUJER","PROBLEMAS PSICOLÓGICOS","PROBLEMAS DE CONDUCTA",2023-01-05,"ENCONTRADO",2023-01-12,2023,1,5,7,"13-17"
"GUAYAS",-2.1035171,-79.9559316,13,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-17,"ENCONTRADO",2023-02-05,2023,1,17,19,"13-17"
"GUAYAS",-2.2342501,-79.92854118,17,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-17,"ENCONTRADO",2023-01-21,2023,1,17,4,"13-17"
"LOJA",-3.9952065,-79.2022123,14,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-24,"ENCONTRADO",2023-03-03,2023,1,24,38,"13-17"
"GUAYAS",-2.12299497,-79.58521668,13,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-01-20,"ENCONTRADO",2023-01-21,2023,1,20,1,"13-17"
"PICHINCHA",-0.3069491,-78.5018999,17,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-01-20,"ENCONTRADO",2023-01-21,2023,1,20,1,"13-17"
"PICHINCHA",-0.03547096,-78.45396259,62,"HOMBRE","DISCAPACIDADES Y ENFERMEDADES","OTRAS ENFERMEDADES MENTALES",2023-01-20,"ENCONTRADO",2023-01-21,2023,1,20,1,"36-64"
"GUAYAS",-2.22200329,-79.9358077,33,"HOMBRE","FALLECIDO","ASESINATO",2023-01-13,"FALLECIDO",2023-01-14,2023,1,13,1,"18-35"
"AZUAY",-2.89971733,-78.97475796,16,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-01-19,"ENCONTRADO",2023-01-21,2023,1,19,2,"13-17"
"GUAYAS",-2.20121181,-79.92613186,35,"HOMBRE","PROBLEMAS SOCIALES","DELINCUENCIA",2023-01-19,"ENCONTRADO",2023-01-22,2023,1,19,3,"18-35"
"GUAYAS",-2.25100961,-79.90332573,13,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-20,"ENCONTRADO",2023-01-22,2023,1,20,2,"13-17"
"PICHINCHA",-0.1257803,-78.3187871,25,"HOMBRE","PROBLEMAS SOCIALES","DROGADICCION",2023-01-02,"ENCONTRADO",2023-01-20,2023,1,2,18,"18-35"
"GUAYAS",-2.20793505,-79.88669325,79,"MUJER","EXTRAVIADA","PERSONA EXTRAVIADA",2023-01-13,"ENCONTRADO",2023-01-21,2023,1,13,8,"65 o mas"
"LOJA",-4.012704,-79.2024365,13,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-20,"ENCONTRADO",2023-01-20,2023,1,20,0,"13-17"
"COTOPAXI",-0.93028455,-78.6576195,36,"HOMBRE","PROBLEMAS SOCIALES","ALCOHOLISMO",2023-01-18,"ENCONTRADO",2023-01-22,2023,1,18,4,"36-64"
"GUAYAS",-2.2068551,-79.9079823,14,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-09,"ENCONTRADO",2023-01-23,2023,1,9,14,"13-17"
"GUAYAS",-2.1229207,-80.00155679,15,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-06,"ENCONTRADO",2023-01-23,2023,1,6,17,"13-17"
"COTOPAXI",-0.9530312,-78.6912282,19,"HOMBRE","PROBLEMAS SOCIALES","ALCOHOLISMO",2023-01-21,"ENCONTRADO",2023-01-22,2023,1,21,1,"18-35"
"GUAYAS",-2.0739387,-80.004945,30,"HOMBRE","FALLECIDO","NO DETERMINADA",2023-01-04,"FALLECIDO",2023-01-23,2023,1,4,19,"18-35"
"PICHINCHA",-0.3771578,-78.5039425,18,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-01-20,"ENCONTRADO",2023-01-22,2023,1,20,2,"18-35"
"PICHINCHA",-0.1264737,-78.4780477,15,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-01-20,"ENCONTRADO",2023-01-22,2023,1,20,2,"13-17"
"TUNGURAHUA",-1.3547187,-78.6157565,44,"HOMBRE","EXTRAVIADA","HOSPITALIZADO",2023-01-20,"ENCONTRADO",2023-01-22,2023,1,20,2,"36-64"
"LOS RIOS",-1.005275,-79.47934976,14,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-19,"ENCONTRADO",2023-01-22,2023,1,19,3,"13-17"
"PICHINCHA",-0.0825315,-78.4180457,26,"HOMBRE","FALLECIDO","NO DETERMINADA",2023-01-14,"FALLECIDO",2023-01-17,2023,1,14,3,"18-35"
"ORELLANA",-0.44281948,-77.00877681,29,"MUJER","PROBLEMAS SOCIALES","DROGADICCION",2023-01-02,"ENCONTRADO",2023-01-23,2023,1,2,21,"18-35"
"CARCHI",0.8150687,-77.7165925,14,"HOMBRE","PROBLEMAS SOCIALES","DROGADICCION",2023-01-21,"ENCONTRADO",2023-01-22,2023,1,21,1,"13-17"
"MANABI",-0.7140022,-80.109357,19,"MUJER","SIN_DATO","SIN_DATO",2023-03-15,"DESAPARECIDO",NA,2023,3,15,NA,"18-35"
"PICHINCHA",-0.25852988,-78.5262699,15,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-01-13,"ENCONTRADO",2023-01-17,2023,1,13,4,"13-17"
"GUAYAS",-2.16586509,-79.82819873,22,"HOMBRE","PROBLEMAS SOCIALES","DROGADICCION",2023-01-11,"ENCONTRADO",2023-01-16,2023,1,11,5,"18-35"
"PICHINCHA",0.0411016,-78.2077368,29,"HOMBRE","PROBLEMAS SOCIALES","DELINCUENCIA",2023-03-17,"ENCONTRADO",2023-03-23,2023,3,17,6,"18-35"
"PICHINCHA",-0.3287859,-78.4289971,16,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-01-17,"ENCONTRADO",2023-01-23,2023,1,17,6,"13-17"
"AZUAY",-2.91649853,-78.84966365,75,"HOMBRE","DISCAPACIDADES Y ENFERMEDADES","OTRAS ENFERMEDADES MENTALES",2023-01-22,"ENCONTRADO",2023-02-04,2023,1,22,13,"65 o mas"
"GUAYAS",-2.2680536,-79.8863846,87,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-17,"ENCONTRADO",2023-01-19,2023,1,17,2,"65 o mas"
"MANABI",-1.07122085,-80.45264896,32,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-01-22,"ENCONTRADO",2023-01-23,2023,1,22,1,"18-35"
"EL ORO",-3.3370606,-79.9594219,13,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-19,"ENCONTRADO",2023-01-23,2023,1,19,4,"13-17"
"GUAYAS",-2.09070933,-79.94188521,2,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-01-19,"ENCONTRADO",2023-01-23,2023,1,19,4,"12 o menos"
"GUAYAS",-2.09070933,-79.94188521,18,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-01-19,"ENCONTRADO",2023-01-23,2023,1,19,4,"18-35"
"GUAYAS",-2.17400791,-79.84801131,39,"HOMBRE","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-01-20,"ENCONTRADO",2023-01-22,2023,1,20,2,"36-64"
"LOS RIOS",-1.378469,-79.666717,12,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-18,"ENCONTRADO",2023-01-23,2023,1,18,5,"12 o menos"
"PICHINCHA",-0.00081791,-78.45160816,43,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-01-20,"ENCONTRADO",2023-01-23,2023,1,20,3,"36-64"
"PICHINCHA",-0.3628136,-78.4377124,15,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-01-11,"ENCONTRADO",2023-01-23,2023,1,11,12,"13-17"
"MORONA SANTIAGO",-2.34696638,-78.09162283,13,"MUJER","PROBLEMAS PSICOLÓGICOS","PROBLEMAS DE CONDUCTA",2023-01-11,"ENCONTRADO",2023-01-23,2023,1,11,12,"13-17"
"CHIMBORAZO",-1.6749163,-78.6631152,13,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-01-17,"ENCONTRADO",2023-01-20,2023,1,17,3,"13-17"
"PICHINCHA",-0.32060537,-78.45843273,27,"HOMBRE","FALLECIDO","ACCIDENTAL",2023-01-22,"FALLECIDO",2023-01-25,2023,1,22,3,"18-35"
"SANTO DOMINGO DE LOS TSACHILAS",-0.2556474,-79.1731506,31,"HOMBRE","DISCAPACIDADES Y ENFERMEDADES","OTRAS ENFERMEDADES MENTALES",2023-01-15,"ENCONTRADO",2023-01-19,2023,1,15,4,"18-35"
"PICHINCHA",-0.2955721,-78.5559712,14,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-01-11,"ENCONTRADO",2023-01-24,2023,1,11,13,"13-17"
"LOJA",-3.96027053,-79.24041289,22,"HOMBRE","PROBLEMAS PSICOLÓGICOS","DEPRESION",2023-01-19,"ENCONTRADO",2023-01-20,2023,1,19,1,"18-35"
"LOS RIOS",-1.44580289,-79.45277462,16,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-02-23,"ENCONTRADO",2023-04-02,2023,2,23,38,"13-17"
"PICHINCHA",-0.3388478,-78.5607618,15,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-13,"ENCONTRADO",2023-01-23,2023,1,13,10,"13-17"
"PICHINCHA",-0.2320259,-78.3369554,15,"MUJER","PROBLEMAS FAMILIARES","MALTRATO FISICO",2023-01-04,"ENCONTRADO",2023-01-24,2023,1,4,20,"13-17"
"CHIMBORAZO",-1.5654375,-78.7509375,16,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-01-16,"ENCONTRADO",2023-01-23,2023,1,16,7,"13-17"
"SANTO DOMINGO DE LOS TSACHILAS",-0.38921356,-79.327512,20,"MUJER","DISCAPACIDADES Y ENFERMEDADES","OTRAS ENFERMEDADES MENTALES",2023-01-15,"ENCONTRADO",2023-01-18,2023,1,15,3,"18-35"
"COTOPAXI",-1.04536339,-78.58682216,18,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-11,"ENCONTRADO",2023-01-24,2023,1,11,13,"18-35"
"PICHINCHA",-0.0913138,-78.45280233,30,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-01-17,"ENCONTRADO",2023-01-24,2023,1,17,7,"18-35"
"CHIMBORAZO",-1.651163,-78.6699796,15,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-23,"ENCONTRADO",2023-01-24,2023,1,23,1,"13-17"
"AZUAY",-2.8919833,-78.9818117,12,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-01-23,"ENCONTRADO",2023-01-24,2023,1,23,1,"12 o menos"
"PICHINCHA",-0.1265094,-78.4663363,16,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-14,"ENCONTRADO",2023-01-24,2023,1,14,10,"13-17"
"GUAYAS",-1.913716,-80.014204,17,"HOMBRE","PROBLEMA ECÓNOMICOS","DEUDAS",2023-01-10,"ENCONTRADO",2023-01-20,2023,1,10,10,"13-17"
"GUAYAS",-1.913716,-80.014204,18,"HOMBRE","PROBLEMA ECÓNOMICOS","DEUDAS",2023-01-10,"ENCONTRADO",2023-01-20,2023,1,10,10,"18-35"
"MORONA SANTIAGO",-2.26686713,-78.13096064,12,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-10,"ENCONTRADO",2023-01-24,2023,1,10,14,"12 o menos"
"GUAYAS",-2.00248405,-79.48008833,16,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-01-20,"ENCONTRADO",2023-01-24,2023,1,20,4,"13-17"
"CHIMBORAZO",-1.6621106,-78.6454622,14,"HOMBRE","PROBLEMAS ACADÉMICOS","BAJO RENDIMIENTO",2023-01-19,"ENCONTRADO",2023-01-19,2023,1,19,0,"13-17"
"GUAYAS",-2.2849674,-79.8831836,26,"HOMBRE","DISCAPACIDADES Y ENFERMEDADES","RETARDOS MENTALES",2023-01-22,"ENCONTRADO",2023-01-24,2023,1,22,2,"18-35"
"SANTO DOMINGO DE LOS TSACHILAS",-0.2342572,-79.1940113,39,"MUJER","PROBLEMAS SOCIALES","DELINCUENCIA",2023-01-19,"ENCONTRADO",2023-01-20,2023,1,19,1,"36-64"
"EL ORO",-3.25967496,-79.92979644,14,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-01-16,"ENCONTRADO",2023-01-17,2023,1,16,1,"13-17"
"EL ORO",-3.24934223,-79.8357582,12,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-06,"ENCONTRADO",2023-01-13,2023,1,6,7,"12 o menos"
"NAPO",-0.9085624,-77.8081363,15,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-03,"ENCONTRADO",2023-02-24,2023,2,3,21,"13-17"
"LOJA",-4.0234835,-79.2035207,15,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-01-23,"ENCONTRADO",2023-01-24,2023,1,23,1,"13-17"
"SANTA ELENA",-2.23253479,-80.83480597,32,"HOMBRE","FALLECIDO","NO DETERMINADA",2023-02-04,"FALLECIDO",2023-03-28,2023,2,4,52,"18-35"
"CHIMBORAZO",-2.19506686,-78.84467123,60,"MUJER","SIN_DATO","SIN_DATO",2023-03-26,"DESAPARECIDO",NA,2023,3,26,NA,"36-64"
"CHIMBORAZO",-1.6691896,-78.63765332,17,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-01-16,"ENCONTRADO",2023-01-22,2023,1,16,6,"13-17"
"LOS RIOS",-1.44304753,-79.46209431,15,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-26,"ENCONTRADO",2023-04-01,2023,2,26,34,"13-17"
"GUAYAS",-2.1296519,-79.6089534,16,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-01-09,"ENCONTRADO",2023-01-25,2023,1,9,16,"13-17"
"PICHINCHA",-0.30559054,-78.57125395,10,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-01-20,"ENCONTRADO",2023-01-24,2023,1,20,4,"12 o menos"
"GUAYAS",-2.32894751,-79.40047072,37,"MUJER","PROBLEMAS FAMILIARES","MALTRATO FISICO",2023-01-13,"ENCONTRADO",2023-01-24,2023,1,13,11,"36-64"
"GUAYAS",-2.11009962,-79.97206271,17,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-01-23,"ENCONTRADO",2023-01-25,2023,1,23,2,"13-17"
"LOS RIOS",-1.119891,-79.437068,13,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-09,"ENCONTRADO",2023-01-14,2023,1,9,5,"13-17"
"EL ORO",-3.27352572,-79.96685912,12,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-19,"ENCONTRADO",2023-01-25,2023,1,19,6,"12 o menos"
"GUAYAS",-2.0834126,-79.9276281,7,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-16,"ENCONTRADO",2023-01-22,2023,1,16,6,"12 o menos"
"CHIMBORAZO",-1.6629948,-78.6460247,19,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-01-19,"ENCONTRADO",2023-01-21,2023,1,19,2,"18-35"
"PICHINCHA",0.13686957,-78.07527666,15,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-02-13,"ENCONTRADO",2023-02-17,2023,2,13,4,"13-17"
"CHIMBORAZO",-1.6824409,-78.6370227,6,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-23,"ENCONTRADO",2023-02-02,2023,1,23,10,"12 o menos"
"BOLIVAR",-1.63187661,-79.25745644,13,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-01-17,"ENCONTRADO",2023-01-22,2023,1,17,5,"13-17"
"PICHINCHA",-0.22712259,-78.50567133,18,"MUJER","PROBLEMAS PSICOLÓGICOS","PROBLEMAS DE CONDUCTA",2023-01-22,"ENCONTRADO",2023-01-25,2023,1,22,3,"18-35"
"TUNGURAHUA",-1.1732262,-78.5439501,14,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-01-17,"ENCONTRADO",2023-01-25,2023,1,17,8,"13-17"
"GUAYAS",-2.2504114,-79.8901239,73,"MUJER","DISCAPACIDADES Y ENFERMEDADES","ALZHEIMER",2023-01-16,"ENCONTRADO",2023-01-25,2023,1,16,9,"65 o mas"
"TUNGURAHUA",-1.2020497,-78.5263305,18,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-01-17,"ENCONTRADO",2023-01-20,2023,1,17,3,"18-35"
"CHIMBORAZO",-1.6775352,-78.6586231,15,"MUJER","PROBLEMAS SOCIALES","PANDILLAS",2023-01-19,"ENCONTRADO",2023-01-23,2023,1,19,4,"13-17"
"AZUAY",-2.8865291,-78.9898791,23,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-01-19,"ENCONTRADO",2023-01-25,2023,1,19,6,"18-35"
"AZUAY",-2.8819282,-79.0033557,24,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-01-14,"ENCONTRADO",2023-01-26,2023,1,14,12,"18-35"
"PICHINCHA",-0.3074098,-78.5263305,16,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-19,"ENCONTRADO",2023-01-24,2023,1,19,5,"13-17"
"CHIMBORAZO",-1.6761194,-78.6438109,18,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-01-18,"ENCONTRADO",2023-01-23,2023,1,18,5,"18-35"
"LOS RIOS",-0.8857721,-79.4872619,16,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-01-09,"ENCONTRADO",2023-01-15,2023,1,9,6,"13-17"
"PICHINCHA",-0.22124496,-78.37254025,16,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-18,"ENCONTRADO",2023-01-24,2023,1,18,6,"13-17"
"SUCUMBIOS",0.04867985,-77.32498516,19,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-03-03,"ENCONTRADO",2023-03-16,2023,3,3,13,"18-35"
"GUAYAS",-2.09167346,-79.92185239,28,"HOMBRE","PROBLEMAS SOCIALES","DELINCUENCIA",2023-01-15,"ENCONTRADO",2023-01-23,2023,1,15,8,"18-35"
"ESMERALDAS",0.91480852,-79.69234035,20,"HOMBRE","FALLECIDO","ASESINATO",2023-01-03,"FALLECIDO",2023-01-26,2023,1,3,23,"18-35"
"SUCUMBIOS",-0.18829138,-76.64215118,13,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-01-24,"ENCONTRADO",2023-01-25,2023,1,24,1,"13-17"
"LOJA",-3.97496076,-79.20002018,17,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-02-26,"ENCONTRADO",2023-03-01,2023,2,26,3,"13-17"
"PICHINCHA",-0.3380796,-78.3749037,32,"MUJER","FALLECIDO","NO DETERMINADA",2023-02-25,"FALLECIDO",2023-03-04,2023,2,25,7,"18-35"
"GUAYAS",-2.2381666,-79.9259882,55,"HOMBRE","PROBLEMAS SOCIALES","DELINCUENCIA",2023-02-17,"ENCONTRADO",2023-02-19,2023,2,17,2,"36-64"
"GUAYAS",-2.10402833,-79.95615393,79,"HOMBRE","FALLECIDO","ACCIDENTAL",2023-01-05,"FALLECIDO",2023-01-26,2023,1,5,21,"65 o mas"
"PICHINCHA",-0.2520249,-78.504492,48,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-21,"ENCONTRADO",2023-01-25,2023,1,21,4,"36-64"
"GUAYAS",-2.2438091,-79.9066763,27,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-12,"ENCONTRADO",2023-01-26,2023,1,12,14,"18-35"
"PICHINCHA",-0.0643018,-78.5093213,71,"HOMBRE","DISCAPACIDADES Y ENFERMEDADES","ALZHEIMER",2023-01-23,"ENCONTRADO",2023-01-26,2023,1,23,3,"65 o mas"
"CHIMBORAZO",-1.6650227,-78.6588786,33,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-23,"ENCONTRADO",2023-01-26,2023,1,23,3,"18-35"
"AZUAY",-3.46840525,-79.15500958,14,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-02-15,"ENCONTRADO",2023-03-06,2023,2,15,19,"13-17"
"GUAYAS",-2.1192754,-80.00207177,12,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-13,"ENCONTRADO",2023-01-26,2023,1,13,13,"12 o menos"
"IMBABURA",0.2343005,-78.2610672,12,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-01-25,"ENCONTRADO",2023-01-27,2023,1,25,2,"12 o menos"
"GUAYAS",-2.3337299,-79.38587666,13,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-01-24,"ENCONTRADO",2023-01-27,2023,1,24,3,"13-17"
"PICHINCHA",-0.1902823,-78.5024353,1,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-02,"ENCONTRADO",2023-01-26,2023,1,2,24,"12 o menos"
"PICHINCHA",-0.1902823,-78.5024353,31,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-02,"ENCONTRADO",2023-01-26,2023,1,2,24,"18-35"
"MORONA SANTIAGO",-2.29666185,-78.12487605,15,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-01-25,"ENCONTRADO",2023-01-26,2023,1,25,1,"13-17"
"MANABI",-0.7124977,-80.11429525,33,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-03,"ENCONTRADO",2023-01-26,2023,1,3,23,"18-35"
"SANTO DOMINGO DE LOS TSACHILAS",0.0091672,-79.391605,14,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-02-17,"ENCONTRADO",2023-03-01,2023,2,17,12,"13-17"
"MANABI",-0.2714362,-79.4647633,86,"HOMBRE","PROBLEMAS SOCIALES","ALCOHOLISMO",2023-03-22,"ENCONTRADO",2023-03-28,2023,3,22,6,"65 o mas"
"PICHINCHA",-0.5114002,-78.567019,86,"MUJER","FALLECIDO","NO DETERMINADA",2023-01-25,"FALLECIDO",2023-01-27,2023,1,25,2,"65 o mas"
"PICHINCHA",-0.3172507,-78.5710534,75,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-21,"ENCONTRADO",2023-02-05,2023,1,21,15,"65 o mas"
