Provincia;Latitud;Longitud;Edad Aprox.;Sexo;Motivo Desaparción;Motivo Desaparción Obs.;Fecha Desaparición;Situación Actual;Fecha Localización
PICHINCHA;-0,22308882;-78,52105603;20;HOMBRE;FISCALÍA;FISCALÍA;18/01/2023;ENCONTRADO;19/01/2023
PICHINCHA;-0,08005920;-78,44770810;30;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;06/01/2023;ENCONTRADO;08/02/2023
GUAYAS;-2,19017818;-79,90183858;35;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;15/01/2023;ENCONTRADO;24/01/2023
TUNGURAHUA;-1,25893500;-78,59447180;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;18/01/2023;ENCONTRADO;20/01/2023
LOJA;-3,98133130;-79,20134910;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;06/01/2023;ENCONTRADO;20/01/2023
PICHINCHA;-0,12455371;-78,47854219;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;15/01/2023;ENCONTRADO;21/01/2023
MANABI;-1,13443591;-80,35228729;41;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;13/01/2023;ENCONTRADO;18/01/2023
ESMERALDAS;0,32205851;-79,47714905;15;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;19/04/2023;ENCONTRADO;21/04/2023
GUAYAS;-2,19383258;-79,88796473;77;HOMBRE;EXTRAVIADA;PERSONA EXTRAVIADA;14/03/2023;ENCONTRADO;17/03/2023
MANABI;-0,96697160;-80,70761740;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;24/03/2023;ENCONTRADO;28/03/2023
PICHINCHA;-0,26854970;-78,56742120;16;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;03/03/2023;ENCONTRADO;28/03/2023
GUAYAS;-2,13947627;-79,89841461;47;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;16/03/2023;ENCONTRADO;17/03/2023
GUAYAS;-2,18248920;-79,88638230;30;HOMBRE;PROBLEMAS PSICOLÓGICOS;DEPRESION;20/04/2023;ENCONTRADO;20/04/2023
AZUAY;-3,06136000;-79,74418440;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;18/03/2023;ENCONTRADO;24/03/2023
MANABI;-0,02673600;-79,96735700;15;MUJER;SIN_DATO;SIN_DATO;16/05/2023;DESAPARECIDO;SIN_DATO
AZUAY;-2,89919554;-78,76558791;61;HOMBRE;FALLECIDO;ACCIDENTAL;04/03/2023;FALLECIDO;18/03/2023
TUNGURAHUA;-1,25434080;-78,62285040;29;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;02/05/2023;ENCONTRADO;31/05/2023
GUAYAS;-2,12303210;-79,95144640;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;18/01/2023;ENCONTRADO;19/01/2023
LOS RIOS;-1,80985625;-79,51586544;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;17/01/2023;ENCONTRADO;19/01/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,27054135;-79,19675515;14;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;09/01/2023;ENCONTRADO;17/01/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,26416739;-79,17626147;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;16/01/2023;ENCONTRADO;17/01/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,16429134;-79,00398437;25;HOMBRE;PROBLEMAS PSICOLÓGICOS;PROBLEMAS DE CONDUCTA;15/01/2023;ENCONTRADO;19/01/2023
ESMERALDAS;0,92798865;-79,67578467;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;17/01/2023;ENCONTRADO;19/01/2023
PICHINCHA;-0,11055184;-78,46045050;14;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;20/01/2023;ENCONTRADO;20/01/2023
PICHINCHA;-0,23926490;-78,53339710;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;18/01/2023;ENCONTRADO;20/01/2023
GUAYAS;-2,16121903;-79,91624594;23;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;15/03/2023;ENCONTRADO;16/03/2023
MANABI;0,08281800;-80,04715900;22;HOMBRE;SIN_DATO;SIN_DATO;16/02/2023;DESAPARECIDO;SIN_DATO
LOJA;-4,00594110;-79,20333360;10;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;10/05/2023;ENCONTRADO;23/05/2023
SUCUMBIOS;-0,06702977;-76,87985672;15;MUJER;PROBLEMAS PSICOLÓGICOS;PROBLEMAS DE CONDUCTA;05/01/2023;ENCONTRADO;12/01/2023
GUAYAS;-2,10351710;-79,95593160;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;17/01/2023;ENCONTRADO;05/02/2023
GUAYAS;-2,23425010;-79,92854118;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;17/01/2023;ENCONTRADO;21/01/2023
LOJA;-3,99520650;-79,20221230;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;24/01/2023;ENCONTRADO;03/03/2023
GUAYAS;-2,12299497;-79,58521668;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;20/01/2023;ENCONTRADO;21/01/2023
PICHINCHA;-0,30694910;-78,50189990;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;20/01/2023;ENCONTRADO;21/01/2023
PICHINCHA;-0,03547096;-78,45396259;62;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;20/01/2023;ENCONTRADO;21/01/2023
GUAYAS;-2,22200329;-79,93580770;33;HOMBRE;FALLECIDO;ASESINATO;13/01/2023;FALLECIDO;14/01/2023
AZUAY;-2,89971733;-78,97475796;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;19/01/2023;ENCONTRADO;21/01/2023
GUAYAS;-2,20121181;-79,92613186;35;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;19/01/2023;ENCONTRADO;22/01/2023
GUAYAS;-2,25100961;-79,90332573;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;20/01/2023;ENCONTRADO;22/01/2023
PICHINCHA;-0,12578030;-78,31878710;25;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;02/01/2023;ENCONTRADO;20/01/2023
GUAYAS;-2,20793505;-79,88669325;79;MUJER;EXTRAVIADA;PERSONA EXTRAVIADA;13/01/2023;ENCONTRADO;21/01/2023
LOJA;-4,01270400;-79,20243650;13;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;20/01/2023;ENCONTRADO;20/01/2023
COTOPAXI;-0,93028455;-78,65761950;36;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;18/01/2023;ENCONTRADO;22/01/2023
GUAYAS;-2,20685510;-79,90798230;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;09/01/2023;ENCONTRADO;23/01/2023
GUAYAS;-2,12292070;-80,00155679;15;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;06/01/2023;ENCONTRADO;23/01/2023
COTOPAXI;-0,95303120;-78,69122820;19;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;21/01/2023;ENCONTRADO;22/01/2023
GUAYAS;-2,07393870;-80,00494500;30;HOMBRE;FALLECIDO;NO DETERMINADA;04/01/2023;FALLECIDO;23/01/2023
PICHINCHA;-0,37715780;-78,50394250;18;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;20/01/2023;ENCONTRADO;22/01/2023
PICHINCHA;-0,12647370;-78,47804770;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;20/01/2023;ENCONTRADO;22/01/2023
TUNGURAHUA;-1,35471870;-78,61575650;44;HOMBRE;EXTRAVIADA;HOSPITALIZADO;20/01/2023;ENCONTRADO;22/01/2023
LOS RIOS;-1,00527500;-79,47934976;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;19/01/2023;ENCONTRADO;22/01/2023
PICHINCHA;-0,08253150;-78,41804570;26;HOMBRE;FALLECIDO;NO DETERMINADA;14/01/2023;FALLECIDO;17/01/2023
ORELLANA;-0,44281948;-77,00877681;29;MUJER;PROBLEMAS SOCIALES;DROGADICCION;02/01/2023;ENCONTRADO;23/01/2023
CARCHI;0,81506870;-77,71659250;14;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;21/01/2023;ENCONTRADO;22/01/2023
MANABI;-0,71400220;-80,10935700;19;MUJER;SIN_DATO;SIN_DATO;15/03/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,25852988;-78,52626990;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;13/01/2023;ENCONTRADO;17/01/2023
GUAYAS;-2,16586509;-79,82819873;22;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;11/01/2023;ENCONTRADO;16/01/2023
PICHINCHA;0,04110160;-78,20773680;29;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;17/03/2023;ENCONTRADO;23/03/2023
PICHINCHA;-0,32878590;-78,42899710;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;17/01/2023;ENCONTRADO;23/01/2023
AZUAY;-2,91649853;-78,84966365;75;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;22/01/2023;ENCONTRADO;04/02/2023
GUAYAS;-2,26805360;-79,88638460;87;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;17/01/2023;ENCONTRADO;19/01/2023
MANABI;-1,07122085;-80,45264896;32;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;22/01/2023;ENCONTRADO;23/01/2023
EL ORO;-3,33706060;-79,95942190;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;19/01/2023;ENCONTRADO;23/01/2023
GUAYAS;-2,09070933;-79,94188521;2;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;19/01/2023;ENCONTRADO;23/01/2023
GUAYAS;-2,09070933;-79,94188521;18;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;19/01/2023;ENCONTRADO;23/01/2023
GUAYAS;-2,17400791;-79,84801131;39;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;20/01/2023;ENCONTRADO;22/01/2023
LOS RIOS;-1,37846900;-79,66671700;12;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;18/01/2023;ENCONTRADO;23/01/2023
PICHINCHA;-0,00081791;-78,45160816;43;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;20/01/2023;ENCONTRADO;23/01/2023
PICHINCHA;-0,36281360;-78,43771240;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;11/01/2023;ENCONTRADO;23/01/2023
MORONA SANTIAGO;-2,34696638;-78,09162283;13;MUJER;PROBLEMAS PSICOLÓGICOS;PROBLEMAS DE CONDUCTA;11/01/2023;ENCONTRADO;23/01/2023
CHIMBORAZO;-1,67491630;-78,66311520;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;17/01/2023;ENCONTRADO;20/01/2023
PICHINCHA;-0,32060537;-78,45843273;27;HOMBRE;FALLECIDO;ACCIDENTAL;22/01/2023;FALLECIDO;25/01/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,25564740;-79,17315060;31;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;15/01/2023;ENCONTRADO;19/01/2023
PICHINCHA;-0,29557210;-78,55597120;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;11/01/2023;ENCONTRADO;24/01/2023
LOJA;-3,96027053;-79,24041289;22;HOMBRE;PROBLEMAS PSICOLÓGICOS;DEPRESION;19/01/2023;ENCONTRADO;20/01/2023
LOS RIOS;-1,44580289;-79,45277462;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;23/02/2023;ENCONTRADO;02/04/2023
PICHINCHA;-0,33884780;-78,56076180;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/01/2023;ENCONTRADO;23/01/2023
PICHINCHA;-0,23202590;-78,33695540;15;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;04/01/2023;ENCONTRADO;24/01/2023
CHIMBORAZO;-1,56543750;-78,75093750;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;16/01/2023;ENCONTRADO;23/01/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,38921356;-79,32751200;20;MUJER;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;15/01/2023;ENCONTRADO;18/01/2023
COTOPAXI;-1,04536339;-78,58682216;18;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;11/01/2023;ENCONTRADO;24/01/2023
PICHINCHA;-0,09131380;-78,45280233;30;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;17/01/2023;ENCONTRADO;24/01/2023
CHIMBORAZO;-1,65116300;-78,66997960;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;23/01/2023;ENCONTRADO;24/01/2023
AZUAY;-2,89198330;-78,98181170;12;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;23/01/2023;ENCONTRADO;24/01/2023
PICHINCHA;-0,12650940;-78,46633630;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;14/01/2023;ENCONTRADO;24/01/2023
GUAYAS;-1,91371600;-80,01420400;17;HOMBRE;PROBLEMA ECÓNOMICOS;DEUDAS;10/01/2023;ENCONTRADO;20/01/2023
GUAYAS;-1,91371600;-80,01420400;18;HOMBRE;PROBLEMA ECÓNOMICOS;DEUDAS;10/01/2023;ENCONTRADO;20/01/2023
MORONA SANTIAGO;-2,26686713;-78,13096064;12;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;10/01/2023;ENCONTRADO;24/01/2023
GUAYAS;-2,00248405;-79,48008833;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;20/01/2023;ENCONTRADO;24/01/2023
CHIMBORAZO;-1,66211060;-78,64546220;14;HOMBRE;PROBLEMAS ACADÉMICOS;BAJO RENDIMIENTO;19/01/2023;ENCONTRADO;19/01/2023
GUAYAS;-2,28496740;-79,88318360;26;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;RETARDOS MENTALES;22/01/2023;ENCONTRADO;24/01/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,23425720;-79,19401130;39;MUJER;PROBLEMAS SOCIALES;DELINCUENCIA;19/01/2023;ENCONTRADO;20/01/2023
EL ORO;-3,25967496;-79,92979644;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;16/01/2023;ENCONTRADO;17/01/2023
EL ORO;-3,24934223;-79,83575820;12;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;06/01/2023;ENCONTRADO;13/01/2023
NAPO;-0,90856240;-77,80813630;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;03/02/2023;ENCONTRADO;24/02/2023
LOJA;-4,02348350;-79,20352070;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;23/01/2023;ENCONTRADO;24/01/2023
SANTA ELENA;-2,23253479;-80,83480597;32;HOMBRE;FALLECIDO;NO DETERMINADA;04/02/2023;FALLECIDO;28/03/2023
CHIMBORAZO;-2,19506686;-78,84467123;60;MUJER;SIN_DATO;SIN_DATO;26/03/2023;DESAPARECIDO;SIN_DATO
CHIMBORAZO;-1,66918960;-78,63765332;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;16/01/2023;ENCONTRADO;22/01/2023
LOS RIOS;-1,44304753;-79,46209431;15;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;26/02/2023;ENCONTRADO;01/04/2023
GUAYAS;-2,12965190;-79,60895340;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;09/01/2023;ENCONTRADO;25/01/2023
PICHINCHA;-0,30559054;-78,57125395;10;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;20/01/2023;ENCONTRADO;24/01/2023
GUAYAS;-2,32894751;-79,40047072;37;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;13/01/2023;ENCONTRADO;24/01/2023
GUAYAS;-2,11009962;-79,97206271;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;23/01/2023;ENCONTRADO;25/01/2023
LOS RIOS;-1,11989100;-79,43706800;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;09/01/2023;ENCONTRADO;14/01/2023
EL ORO;-3,27352572;-79,96685912;12;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;19/01/2023;ENCONTRADO;25/01/2023
GUAYAS;-2,08341260;-79,92762810;7;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;16/01/2023;ENCONTRADO;22/01/2023
CHIMBORAZO;-1,66299480;-78,64602470;19;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;19/01/2023;ENCONTRADO;21/01/2023
PICHINCHA;0,13686957;-78,07527666;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;13/02/2023;ENCONTRADO;17/02/2023
CHIMBORAZO;-1,68244090;-78,63702270;6;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;23/01/2023;ENCONTRADO;02/02/2023
BOLIVAR;-1,63187661;-79,25745644;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;17/01/2023;ENCONTRADO;22/01/2023
PICHINCHA;-0,22712259;-78,50567133;18;MUJER;PROBLEMAS PSICOLÓGICOS;PROBLEMAS DE CONDUCTA;22/01/2023;ENCONTRADO;25/01/2023
TUNGURAHUA;-1,17322620;-78,54395010;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;17/01/2023;ENCONTRADO;25/01/2023
GUAYAS;-2,25041140;-79,89012390;73;MUJER;DISCAPACIDADES Y ENFERMEDADES;ALZHEIMER;16/01/2023;ENCONTRADO;25/01/2023
TUNGURAHUA;-1,20204970;-78,52633050;18;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;17/01/2023;ENCONTRADO;20/01/2023
CHIMBORAZO;-1,67753520;-78,65862310;15;MUJER;PROBLEMAS SOCIALES;PANDILLAS;19/01/2023;ENCONTRADO;23/01/2023
AZUAY;-2,88652910;-78,98987910;23;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;19/01/2023;ENCONTRADO;25/01/2023
AZUAY;-2,88192820;-79,00335570;24;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;14/01/2023;ENCONTRADO;26/01/2023
PICHINCHA;-0,30740980;-78,52633050;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;19/01/2023;ENCONTRADO;24/01/2023
CHIMBORAZO;-1,67611940;-78,64381090;18;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;18/01/2023;ENCONTRADO;23/01/2023
LOS RIOS;-0,88577210;-79,48726190;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;09/01/2023;ENCONTRADO;15/01/2023
PICHINCHA;-0,22124496;-78,37254025;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;18/01/2023;ENCONTRADO;24/01/2023
SUCUMBIOS;0,04867985;-77,32498516;19;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;03/03/2023;ENCONTRADO;16/03/2023
GUAYAS;-2,09167346;-79,92185239;28;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;15/01/2023;ENCONTRADO;23/01/2023
ESMERALDAS;0,91480852;-79,69234035;20;HOMBRE;FALLECIDO;ASESINATO;03/01/2023;FALLECIDO;26/01/2023
SUCUMBIOS;-0,18829138;-76,64215118;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;24/01/2023;ENCONTRADO;25/01/2023
LOJA;-3,97496076;-79,20002018;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;26/02/2023;ENCONTRADO;01/03/2023
PICHINCHA;-0,33807960;-78,37490370;32;MUJER;FALLECIDO;NO DETERMINADA;25/02/2023;FALLECIDO;04/03/2023
GUAYAS;-2,23816660;-79,92598820;55;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;17/02/2023;ENCONTRADO;19/02/2023
GUAYAS;-2,10402833;-79,95615393;79;HOMBRE;FALLECIDO;ACCIDENTAL;05/01/2023;FALLECIDO;26/01/2023
PICHINCHA;-0,25202490;-78,50449200;48;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;21/01/2023;ENCONTRADO;25/01/2023
GUAYAS;-2,24380910;-79,90667630;27;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;12/01/2023;ENCONTRADO;26/01/2023
PICHINCHA;-0,06430180;-78,50932130;71;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;ALZHEIMER;23/01/2023;ENCONTRADO;26/01/2023
CHIMBORAZO;-1,66502270;-78,65887860;33;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;23/01/2023;ENCONTRADO;26/01/2023
AZUAY;-3,46840525;-79,15500958;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;15/02/2023;ENCONTRADO;06/03/2023
GUAYAS;-2,11927540;-80,00207177;12;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/01/2023;ENCONTRADO;26/01/2023
IMBABURA;0,23430050;-78,26106720;12;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;25/01/2023;ENCONTRADO;27/01/2023
GUAYAS;-2,33372990;-79,38587666;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;24/01/2023;ENCONTRADO;27/01/2023
PICHINCHA;-0,19028230;-78,50243530;1;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;02/01/2023;ENCONTRADO;26/01/2023
PICHINCHA;-0,19028230;-78,50243530;31;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;02/01/2023;ENCONTRADO;26/01/2023
MORONA SANTIAGO;-2,29666185;-78,12487605;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;25/01/2023;ENCONTRADO;26/01/2023
MANABI;-0,71249770;-80,11429525;33;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;03/01/2023;ENCONTRADO;26/01/2023
SANTO DOMINGO DE LOS TSACHILAS;0,00916720;-79,39160500;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;17/02/2023;ENCONTRADO;01/03/2023
MANABI;-0,27143620;-79,46476330;86;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;22/03/2023;ENCONTRADO;28/03/2023
PICHINCHA;-0,51140020;-78,56701900;86;MUJER;FALLECIDO;NO DETERMINADA;25/01/2023;FALLECIDO;27/01/2023
PICHINCHA;-0,31725070;-78,57105340;75;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;21/01/2023;ENCONTRADO;05/02/2023
PICHINCHA;0,01878900;-78,16238070;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;26/01/2023;ENCONTRADO;05/02/2023
PICHINCHA;-0,29647690;-78,53272070;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;25/01/2023;ENCONTRADO;25/01/2023
PICHINCHA;-0,12578030;-78,31878710;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;25/01/2023;ENCONTRADO;26/01/2023
PICHINCHA;-0,23990247;-78,50672570;66;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;23/01/2023;ENCONTRADO;26/01/2023
COTOPAXI;-0,94128427;-79,24966335;14;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;21/01/2023;ENCONTRADO;26/01/2023
LOS RIOS;-1,81341276;-79,50861793;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;22/01/2023;ENCONTRADO;25/01/2023
CHIMBORAZO;-1,65450350;-78,66587300;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;25/01/2023;ENCONTRADO;27/01/2023
EL ORO;-3,71888259;-79,61083892;22;HOMBRE;FALLECIDO;ACCIDENTAL;14/01/2023;FALLECIDO;19/01/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,25059950;-79,18294945;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;14/01/2023;ENCONTRADO;27/01/2023
PICHINCHA;-0,28836267;-78,54225429;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;26/01/2023;ENCONTRADO;27/01/2023
PICHINCHA;-0,14069590;-78,47055450;22;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;27/01/2023;ENCONTRADO;28/01/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,25896610;-79,12316230;36;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;04/03/2023;ENCONTRADO;06/03/2023
GUAYAS;-2,12197390;-79,92531680;55;HOMBRE;PROBLEMAS PSICOLÓGICOS;DEPRESION;27/03/2023;ENCONTRADO;28/03/2023
GUAYAS;-2,19107188;-79,82425243;44;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;27/03/2023;ENCONTRADO;05/04/2023
PICHINCHA;-0,29053200;-78,48860120;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;01/04/2023;ENCONTRADO;22/04/2023
GUAYAS;-2,10992750;-79,97497700;35;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;07/01/2023;ENCONTRADO;21/01/2023
CHIMBORAZO;-1,64828140;-78,67660180;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;05/03/2023;ENCONTRADO;06/03/2023
CHIMBORAZO;-1,64828140;-78,67660180;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;05/03/2023;ENCONTRADO;06/03/2023
PICHINCHA;-0,09604880;-78,42403280;43;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;19/04/2023;ENCONTRADO;24/04/2023
TUNGURAHUA;-1,25893500;-78,59447180;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;22/03/2023;ENCONTRADO;28/03/2023
